year,month,plot,treatment,resourcetreatment,anttreatment
2014,6,21,exclosure,NA,NA
2014,6,22,control,NA,NA
2014,6,23,removal,NA,NA
2014,6,24,removal,NA,NA
2014,7,1,control,NA,NA
2014,7,2,control,NA,NA
2014,7,3,exclosure,NA,NA
2014,7,4,control,NA,NA
2014,7,5,removal,NA,NA
2014,7,6,exclosure,NA,NA
2014,7,7,removal,NA,NA
2014,7,8,control,NA,NA
2014,7,9,control,NA,NA
2014,7,10,removal,NA,NA
2014,7,11,control,NA,NA
2014,7,12,control,NA,NA
2014,7,13,exclosure,NA,NA
2014,7,14,control,NA,NA
2014,7,15,exclosure,NA,NA
2014,7,16,removal,NA,NA
2014,7,17,control,NA,NA
2014,7,18,exclosure,NA,NA
2014,7,19,exclosure,NA,NA
2014,7,20,exclosure,NA,NA
2014,7,21,exclosure,NA,NA
2014,7,22,control,NA,NA
2014,7,23,removal,NA,NA
2014,7,24,removal,NA,NA
2014,8,1,control,NA,NA
2014,8,2,control,NA,NA
2014,8,3,exclosure,NA,NA
2014,8,4,control,NA,NA
2014,8,5,removal,NA,NA
2014,8,6,exclosure,NA,NA
2014,8,7,removal,NA,NA
2014,8,8,control,NA,NA
2014,8,9,control,NA,NA
2014,8,10,removal,NA,NA
2014,8,11,control,NA,NA
2014,8,12,control,NA,NA
2014,8,13,exclosure,NA,NA
2014,8,14,control,NA,NA
2014,8,15,exclosure,NA,NA
2014,8,16,removal,NA,NA
2014,8,17,control,NA,NA
2014,8,18,exclosure,NA,NA
2014,8,19,exclosure,NA,NA
2014,8,20,exclosure,NA,NA
2014,8,21,exclosure,NA,NA
2014,8,22,control,NA,NA
2014,8,23,removal,NA,NA
2014,8,24,removal,NA,NA
2014,9,1,control,NA,NA
2014,9,2,control,NA,NA
2014,9,3,exclosure,NA,NA
2014,9,4,control,NA,NA
2014,9,5,removal,NA,NA
2014,9,6,exclosure,NA,NA
2014,9,7,removal,NA,NA
2014,9,8,control,NA,NA
2014,9,9,control,NA,NA
2014,9,10,removal,NA,NA
2014,9,11,control,NA,NA
2014,9,12,control,NA,NA
2014,9,13,exclosure,NA,NA
2014,9,14,control,NA,NA
2014,9,15,exclosure,NA,NA
2014,9,16,removal,NA,NA
2014,9,17,control,NA,NA
2014,9,18,exclosure,NA,NA
2014,9,19,exclosure,NA,NA
2014,9,20,exclosure,NA,NA
2014,9,21,exclosure,NA,NA
2014,9,22,control,NA,NA
2014,9,23,removal,NA,NA
2014,9,24,removal,NA,NA
2014,10,1,control,NA,NA
2014,10,2,control,NA,NA
2014,10,3,exclosure,NA,NA
2014,10,4,control,NA,NA
2014,10,5,removal,NA,NA
2014,10,6,exclosure,NA,NA
2014,10,7,removal,NA,NA
2014,10,8,control,NA,NA
2014,10,9,control,NA,NA
2014,10,10,removal,NA,NA
2014,10,11,control,NA,NA
2014,10,12,control,NA,NA
2014,10,13,exclosure,NA,NA
2014,10,14,control,NA,NA
2014,10,15,exclosure,NA,NA
2014,10,16,removal,NA,NA
2014,10,17,control,NA,NA
2014,10,18,exclosure,NA,NA
2014,10,19,exclosure,NA,NA
2014,10,20,exclosure,NA,NA
2014,10,21,exclosure,NA,NA
2014,10,22,control,NA,NA
2014,10,23,removal,NA,NA
2014,10,24,removal,NA,NA
2014,11,1,control,NA,NA
2014,11,2,control,NA,NA
2014,11,3,exclosure,NA,NA
2014,11,4,control,NA,NA
2014,11,5,removal,NA,NA
2014,11,6,exclosure,NA,NA
2014,11,7,removal,NA,NA
2014,11,8,control,NA,NA
2014,11,9,control,NA,NA
2014,11,10,removal,NA,NA
2014,11,11,control,NA,NA
2014,11,12,control,NA,NA
2014,11,13,exclosure,NA,NA
2014,11,14,control,NA,NA
2014,11,15,exclosure,NA,NA
2014,11,16,removal,NA,NA
2014,11,17,control,NA,NA
2014,11,18,exclosure,NA,NA
2014,11,19,exclosure,NA,NA
2014,11,20,exclosure,NA,NA
2014,11,21,exclosure,NA,NA
2014,11,22,control,NA,NA
2014,11,23,removal,NA,NA
2014,11,24,removal,NA,NA
2014,12,1,control,NA,NA
2014,12,2,control,NA,NA
2014,12,3,exclosure,NA,NA
2014,12,4,control,NA,NA
2014,12,5,removal,NA,NA
2014,12,6,exclosure,NA,NA
2014,12,7,removal,NA,NA
2014,12,8,control,NA,NA
2014,12,9,control,NA,NA
2014,12,10,removal,NA,NA
2014,12,11,control,NA,NA
2014,12,12,control,NA,NA
2014,12,13,exclosure,NA,NA
2014,12,14,control,NA,NA
2014,12,15,exclosure,NA,NA
2014,12,16,removal,NA,NA
2014,12,17,control,NA,NA
2014,12,18,exclosure,NA,NA
2014,12,19,exclosure,NA,NA
2014,12,20,exclosure,NA,NA
2014,12,21,exclosure,NA,NA
2014,12,22,control,NA,NA
2014,12,23,removal,NA,NA
2014,12,24,removal,NA,NA
2015,1,1,control,NA,NA
2015,1,2,control,NA,NA
2015,1,3,exclosure,NA,NA
2015,1,4,control,NA,NA
2015,1,5,removal,NA,NA
2015,1,6,exclosure,NA,NA
2015,1,7,removal,NA,NA
2015,1,8,control,NA,NA
2015,1,9,control,NA,NA
2015,1,10,removal,NA,NA
2015,1,11,control,NA,NA
2015,1,12,control,NA,NA
2015,1,13,exclosure,NA,NA
2015,1,14,control,NA,NA
2015,1,15,exclosure,NA,NA
2015,1,16,removal,NA,NA
2015,1,17,control,NA,NA
2015,1,18,exclosure,NA,NA
2015,1,19,exclosure,NA,NA
2015,1,20,exclosure,NA,NA
2015,1,21,exclosure,NA,NA
2015,1,22,control,NA,NA
2015,1,23,removal,NA,NA
2015,1,24,removal,NA,NA
2015,2,1,control,NA,NA
2015,2,2,control,NA,NA
2015,2,3,exclosure,NA,NA
2015,2,4,control,NA,NA
2015,2,5,removal,NA,NA
2015,2,6,exclosure,NA,NA
2015,2,7,removal,NA,NA
2015,2,8,control,NA,NA
2015,2,9,control,NA,NA
2015,2,10,removal,NA,NA
2015,2,11,control,NA,NA
2015,2,12,control,NA,NA
2015,2,13,exclosure,NA,NA
2015,2,14,control,NA,NA
2015,2,15,exclosure,NA,NA
2015,2,16,removal,NA,NA
2015,2,17,control,NA,NA
2015,2,18,exclosure,NA,NA
2015,2,19,exclosure,NA,NA
2015,2,20,exclosure,NA,NA
2015,2,21,exclosure,NA,NA
2015,2,22,control,NA,NA
2015,2,23,removal,NA,NA
2015,2,24,removal,NA,NA
2015,3,1,control,NA,NA
2015,3,2,control,NA,NA
2015,3,3,exclosure,NA,NA
2015,3,4,control,NA,NA
2015,3,5,removal,NA,NA
2015,3,6,exclosure,NA,NA
2015,3,7,removal,NA,NA
2015,3,8,control,NA,NA
2015,3,9,control,NA,NA
2015,3,10,removal,NA,NA
2015,3,11,control,NA,NA
2015,3,12,control,NA,NA
2015,3,13,exclosure,NA,NA
2015,3,14,control,NA,NA
2015,3,15,exclosure,NA,NA
2015,3,16,removal,NA,NA
2015,3,17,control,NA,NA
2015,3,18,exclosure,NA,NA
2015,3,19,exclosure,NA,NA
2015,3,20,exclosure,NA,NA
2015,3,21,exclosure,NA,NA
2015,3,22,control,NA,NA
2015,3,23,removal,NA,NA
2015,3,24,removal,NA,NA
2015,4,1,removal,NA,NA
2015,4,2,exclosure,NA,NA
2015,4,3,exclosure,NA,NA
2015,4,4,control,NA,NA
2015,4,5,control,NA,NA
2015,4,6,control,NA,NA
2015,4,7,control,NA,NA
2015,4,8,exclosure,NA,NA
2015,4,9,removal,NA,NA
2015,4,10,removal,NA,NA
2015,4,11,control,NA,NA
2015,4,12,removal,NA,NA
2015,4,13,control,NA,NA
2015,4,14,control,NA,NA
2015,4,15,exclosure,NA,NA
2015,4,16,removal,NA,NA
2015,4,17,control,NA,NA
2015,4,18,control,NA,NA
2015,4,19,exclosure,NA,NA
2015,4,20,exclosure,NA,NA
2015,4,21,exclosure,NA,NA
2015,4,22,exclosure,NA,NA
2015,4,23,removal,NA,NA
2015,4,24,control,NA,NA
2015,5,1,removal,NA,NA
2015,5,2,exclosure,NA,NA
2015,5,3,exclosure,NA,NA
2015,5,4,control,NA,NA
2015,5,5,control,NA,NA
2015,5,6,control,NA,NA
2015,5,7,control,NA,NA
2015,5,8,exclosure,NA,NA
2015,5,9,removal,NA,NA
2015,5,10,removal,NA,NA
2015,5,11,control,NA,NA
2015,5,12,removal,NA,NA
2015,5,13,control,NA,NA
2015,5,14,control,NA,NA
2015,5,15,exclosure,NA,NA
2015,5,16,removal,NA,NA
2015,5,17,control,NA,NA
2015,5,18,control,NA,NA
2015,5,19,exclosure,NA,NA
2015,5,20,exclosure,NA,NA
2015,5,21,exclosure,NA,NA
2015,5,22,exclosure,NA,NA
2015,5,23,removal,NA,NA
2015,5,24,control,NA,NA
2015,6,1,removal,NA,NA
2015,6,2,exclosure,NA,NA
2015,6,3,exclosure,NA,NA
2015,6,4,control,NA,NA
2015,6,5,control,NA,NA
2015,6,6,control,NA,NA
2015,6,7,control,NA,NA
2015,6,8,exclosure,NA,NA
2015,6,9,removal,NA,NA
2015,6,10,removal,NA,NA
2015,6,11,control,NA,NA
2015,6,12,removal,NA,NA
2015,6,13,control,NA,NA
2015,6,14,control,NA,NA
2015,6,15,exclosure,NA,NA
2015,6,16,removal,NA,NA
2015,6,17,control,NA,NA
2015,6,18,control,NA,NA
2015,6,19,exclosure,NA,NA
2015,6,20,exclosure,NA,NA
2015,6,21,exclosure,NA,NA
2015,6,22,exclosure,NA,NA
2015,6,23,removal,NA,NA
2015,6,24,control,NA,NA
2015,7,1,removal,NA,NA
2015,7,2,exclosure,NA,NA
2015,7,3,exclosure,NA,NA
2015,7,4,control,NA,NA
2015,7,5,control,NA,NA
2015,7,6,control,NA,NA
2015,7,7,control,NA,NA
2015,7,8,exclosure,NA,NA
2015,7,9,removal,NA,NA
2015,7,10,removal,NA,NA
2015,7,11,control,NA,NA
2015,7,12,removal,NA,NA
2015,7,13,control,NA,NA
2015,7,14,control,NA,NA
2015,7,15,exclosure,NA,NA
2015,7,16,removal,NA,NA
2015,7,17,control,NA,NA
2015,7,18,control,NA,NA
2015,7,19,exclosure,NA,NA
2015,7,20,exclosure,NA,NA
2015,7,21,exclosure,NA,NA
2015,7,22,exclosure,NA,NA
2015,7,23,removal,NA,NA
2015,7,24,control,NA,NA
2015,8,1,removal,NA,NA
2015,8,2,exclosure,NA,NA
2015,8,3,exclosure,NA,NA
2015,8,4,control,NA,NA
2015,8,5,control,NA,NA
2015,8,6,control,NA,NA
2015,8,7,control,NA,NA
2015,8,8,exclosure,NA,NA
2015,8,9,removal,NA,NA
2015,8,10,removal,NA,NA
2015,8,11,control,NA,NA
2015,8,12,removal,NA,NA
2015,8,13,control,NA,NA
2015,8,14,control,NA,NA
2015,8,15,exclosure,NA,NA
2015,8,16,removal,NA,NA
2015,8,17,control,NA,NA
2015,8,18,control,NA,NA
2015,8,19,exclosure,NA,NA
2015,8,20,exclosure,NA,NA
2015,8,21,exclosure,NA,NA
2015,8,22,exclosure,NA,NA
2015,8,23,removal,NA,NA
2015,8,24,control,NA,NA
2015,9,1,removal,NA,NA
2015,9,2,exclosure,NA,NA
2015,9,3,exclosure,NA,NA
2015,9,4,control,NA,NA
2015,9,5,control,NA,NA
2015,9,6,control,NA,NA
2015,9,7,control,NA,NA
2015,9,8,exclosure,NA,NA
2015,9,9,removal,NA,NA
2015,9,10,removal,NA,NA
2015,9,11,control,NA,NA
2015,9,12,removal,NA,NA
2015,9,13,control,NA,NA
2015,9,14,control,NA,NA
2015,9,15,exclosure,NA,NA
2015,9,16,removal,NA,NA
2015,9,17,control,NA,NA
2015,9,18,control,NA,NA
2015,9,19,exclosure,NA,NA
2015,9,20,exclosure,NA,NA
2015,9,21,exclosure,NA,NA
2015,9,22,exclosure,NA,NA
2015,9,23,removal,NA,NA
2015,9,24,control,NA,NA
2015,10,1,removal,NA,NA
2015,10,2,exclosure,NA,NA
2015,10,3,exclosure,NA,NA
2015,10,4,control,NA,NA
2015,10,5,control,NA,NA
2015,10,6,control,NA,NA
2015,10,7,control,NA,NA
2015,10,8,exclosure,NA,NA
2015,10,9,removal,NA,NA
2015,10,10,removal,NA,NA
2015,10,11,control,NA,NA
2015,10,12,removal,NA,NA
2015,10,13,control,NA,NA
2015,10,14,control,NA,NA
2015,10,15,exclosure,NA,NA
2015,10,16,removal,NA,NA
2015,10,17,control,NA,NA
2015,10,18,control,NA,NA
2015,10,19,exclosure,NA,NA
2015,10,20,exclosure,NA,NA
2015,10,21,exclosure,NA,NA
2015,10,22,exclosure,NA,NA
2015,10,23,removal,NA,NA
2015,10,24,control,NA,NA
2015,11,1,removal,NA,NA
2015,11,2,exclosure,NA,NA
2015,11,3,exclosure,NA,NA
2015,11,4,control,NA,NA
2015,11,5,control,NA,NA
2015,11,6,control,NA,NA
2015,11,7,control,NA,NA
2015,11,8,exclosure,NA,NA
2015,11,9,removal,NA,NA
2015,11,10,removal,NA,NA
2015,11,11,control,NA,NA
2015,11,12,removal,NA,NA
2015,11,13,control,NA,NA
2015,11,14,control,NA,NA
2015,11,15,exclosure,NA,NA
2015,11,16,removal,NA,NA
2015,11,17,control,NA,NA
2015,11,18,control,NA,NA
2015,11,19,exclosure,NA,NA
2015,11,20,exclosure,NA,NA
2015,11,21,exclosure,NA,NA
2015,11,22,exclosure,NA,NA
2015,11,23,removal,NA,NA
2015,11,24,control,NA,NA
2015,12,1,removal,NA,NA
2015,12,2,exclosure,NA,NA
2015,12,3,exclosure,NA,NA
2015,12,4,control,NA,NA
2015,12,5,control,NA,NA
2015,12,6,control,NA,NA
2015,12,7,control,NA,NA
2015,12,8,exclosure,NA,NA
2015,12,9,removal,NA,NA
2015,12,10,removal,NA,NA
2015,12,11,control,NA,NA
2015,12,12,removal,NA,NA
2015,12,13,control,NA,NA
2015,12,14,control,NA,NA
2015,12,15,exclosure,NA,NA
2015,12,16,removal,NA,NA
2015,12,17,control,NA,NA
2015,12,18,control,NA,NA
2015,12,19,exclosure,NA,NA
2015,12,20,exclosure,NA,NA
2015,12,21,exclosure,NA,NA
2015,12,22,exclosure,NA,NA
2015,12,23,removal,NA,NA
2015,12,24,control,NA,NA
2016,1,1,removal,NA,NA
2016,1,2,exclosure,NA,NA
2016,1,3,exclosure,NA,NA
2016,1,4,control,NA,NA
2016,1,5,control,NA,NA
2016,1,6,control,NA,NA
2016,1,7,control,NA,NA
2016,1,8,exclosure,NA,NA
2016,1,9,removal,NA,NA
2016,1,10,removal,NA,NA
2016,1,11,control,NA,NA
2016,1,12,removal,NA,NA
2016,1,13,control,NA,NA
2016,1,14,control,NA,NA
2016,1,15,exclosure,NA,NA
2016,1,16,removal,NA,NA
2016,1,17,control,NA,NA
2016,1,18,control,NA,NA
2016,1,19,exclosure,NA,NA
2016,1,20,exclosure,NA,NA
2016,1,21,exclosure,NA,NA
2016,1,22,exclosure,NA,NA
2016,1,23,removal,NA,NA
2016,1,24,control,NA,NA
2016,2,1,removal,NA,NA
2016,2,2,exclosure,NA,NA
2016,2,3,exclosure,NA,NA
2016,2,4,control,NA,NA
2016,2,5,control,NA,NA
2016,2,6,control,NA,NA
2016,2,7,control,NA,NA
2016,2,8,exclosure,NA,NA
2016,2,9,removal,NA,NA
2016,2,10,removal,NA,NA
2016,2,11,control,NA,NA
2016,2,12,removal,NA,NA
2016,2,13,control,NA,NA
2016,2,14,control,NA,NA
2016,2,15,exclosure,NA,NA
2016,2,16,removal,NA,NA
2016,2,17,control,NA,NA
2016,2,18,control,NA,NA
2016,2,19,exclosure,NA,NA
2016,2,20,exclosure,NA,NA
2016,2,21,exclosure,NA,NA
2016,2,22,exclosure,NA,NA
2016,2,23,removal,NA,NA
2016,2,24,control,NA,NA
2016,3,1,removal,NA,NA
2016,3,2,exclosure,NA,NA
2016,3,3,exclosure,NA,NA
2016,3,4,control,NA,NA
2016,3,5,control,NA,NA
2016,3,6,control,NA,NA
2016,3,7,control,NA,NA
2016,3,8,exclosure,NA,NA
2016,3,9,removal,NA,NA
2016,3,10,removal,NA,NA
2016,3,11,control,NA,NA
2016,3,12,removal,NA,NA
2016,3,13,control,NA,NA
2016,3,14,control,NA,NA
2016,3,15,exclosure,NA,NA
2016,3,16,removal,NA,NA
2016,3,17,control,NA,NA
2016,3,18,control,NA,NA
2016,3,19,exclosure,NA,NA
2016,3,20,exclosure,NA,NA
2016,3,21,exclosure,NA,NA
2016,3,22,exclosure,NA,NA
2016,3,23,removal,NA,NA
2016,3,24,control,NA,NA
2016,4,1,removal,NA,NA
2016,4,2,exclosure,NA,NA
2016,4,3,exclosure,NA,NA
2016,4,4,control,NA,NA
2016,4,5,control,NA,NA
2016,4,6,control,NA,NA
2016,4,7,control,NA,NA
2016,4,8,exclosure,NA,NA
2016,4,9,removal,NA,NA
2016,4,10,removal,NA,NA
2016,4,11,control,NA,NA
2016,4,12,removal,NA,NA
2016,4,13,control,NA,NA
2016,4,14,control,NA,NA
2016,4,15,exclosure,NA,NA
2016,4,16,removal,NA,NA
2016,4,17,control,NA,NA
2016,4,18,control,NA,NA
2016,4,19,exclosure,NA,NA
2016,4,20,exclosure,NA,NA
2016,4,21,exclosure,NA,NA
2016,4,22,exclosure,NA,NA
2016,4,23,removal,NA,NA
2016,4,24,control,NA,NA
2016,5,1,removal,NA,NA
2016,5,2,exclosure,NA,NA
2016,5,3,exclosure,NA,NA
2016,5,4,control,NA,NA
2016,5,5,control,NA,NA
2016,5,6,control,NA,NA
2016,5,7,control,NA,NA
2016,5,8,exclosure,NA,NA
2016,5,9,removal,NA,NA
2016,5,10,removal,NA,NA
2016,5,11,control,NA,NA
2016,5,12,removal,NA,NA
2016,5,13,control,NA,NA
2016,5,14,control,NA,NA
2016,5,15,exclosure,NA,NA
2016,5,16,removal,NA,NA
2016,5,17,control,NA,NA
2016,5,18,control,NA,NA
2016,5,19,exclosure,NA,NA
2016,5,20,exclosure,NA,NA
2016,5,21,exclosure,NA,NA
2016,5,22,exclosure,NA,NA
2016,5,23,removal,NA,NA
2016,5,24,control,NA,NA
2016,6,1,removal,NA,NA
2016,6,2,exclosure,NA,NA
2016,6,3,exclosure,NA,NA
2016,6,4,control,NA,NA
2016,6,5,control,NA,NA
2016,6,6,control,NA,NA
2016,6,7,control,NA,NA
2016,6,8,exclosure,NA,NA
2016,6,9,removal,NA,NA
2016,6,10,removal,NA,NA
2016,6,11,control,NA,NA
2016,6,12,removal,NA,NA
2016,6,13,control,NA,NA
2016,6,14,control,NA,NA
2016,6,15,exclosure,NA,NA
2016,6,16,removal,NA,NA
2016,6,17,control,NA,NA
2016,6,18,control,NA,NA
2016,6,19,exclosure,NA,NA
2016,6,20,exclosure,NA,NA
2016,6,21,exclosure,NA,NA
2016,6,22,exclosure,NA,NA
2016,6,23,removal,NA,NA
2016,6,24,control,NA,NA
2016,7,1,removal,NA,NA
2016,7,2,exclosure,NA,NA
2016,7,3,exclosure,NA,NA
2016,7,4,control,NA,NA
2016,7,5,control,NA,NA
2016,7,6,control,NA,NA
2016,7,7,control,NA,NA
2016,7,8,exclosure,NA,NA
2016,7,9,removal,NA,NA
2016,7,10,removal,NA,NA
2016,7,11,control,NA,NA
2016,7,12,removal,NA,NA
2016,7,13,control,NA,NA
2016,7,14,control,NA,NA
2016,7,15,exclosure,NA,NA
2016,7,16,removal,NA,NA
2016,7,17,control,NA,NA
2016,7,18,control,NA,NA
2016,7,19,exclosure,NA,NA
2016,7,20,exclosure,NA,NA
2016,7,21,exclosure,NA,NA
2016,7,22,exclosure,NA,NA
2016,7,23,removal,NA,NA
2016,7,24,control,NA,NA
2016,8,1,removal,NA,NA
2016,8,2,exclosure,NA,NA
2016,8,3,exclosure,NA,NA
2016,8,4,control,NA,NA
2016,8,5,control,NA,NA
2016,8,6,control,NA,NA
2016,8,7,control,NA,NA
2016,8,8,exclosure,NA,NA
2016,8,9,removal,NA,NA
2016,8,10,removal,NA,NA
2016,8,11,control,NA,NA
2016,8,12,removal,NA,NA
2016,8,13,control,NA,NA
2016,8,14,control,NA,NA
2016,8,15,exclosure,NA,NA
2016,8,16,removal,NA,NA
2016,8,17,control,NA,NA
2016,8,18,control,NA,NA
2016,8,19,exclosure,NA,NA
2016,8,20,exclosure,NA,NA
2016,8,21,exclosure,NA,NA
2016,8,22,exclosure,NA,NA
2016,8,23,removal,NA,NA
2016,8,24,control,NA,NA
2016,9,1,removal,NA,NA
2016,9,2,exclosure,NA,NA
2016,9,3,exclosure,NA,NA
2016,9,4,control,NA,NA
2016,9,5,control,NA,NA
2016,9,6,control,NA,NA
2016,9,7,control,NA,NA
2016,9,8,exclosure,NA,NA
2016,9,9,removal,NA,NA
2016,9,10,removal,NA,NA
2016,9,11,control,NA,NA
2016,9,12,removal,NA,NA
2016,9,13,control,NA,NA
2016,9,14,control,NA,NA
2016,9,15,exclosure,NA,NA
2016,9,16,removal,NA,NA
2016,9,17,control,NA,NA
2016,9,18,control,NA,NA
2016,9,19,exclosure,NA,NA
2016,9,20,exclosure,NA,NA
2016,9,21,exclosure,NA,NA
2016,9,22,exclosure,NA,NA
2016,9,23,removal,NA,NA
2016,9,24,control,NA,NA
2016,10,1,removal,NA,NA
2016,10,2,exclosure,NA,NA
2016,10,3,exclosure,NA,NA
2016,10,4,control,NA,NA
2016,10,5,control,NA,NA
2016,10,6,control,NA,NA
2016,10,7,control,NA,NA
2016,10,8,exclosure,NA,NA
2016,10,9,removal,NA,NA
2016,10,10,removal,NA,NA
2016,10,11,control,NA,NA
2016,10,12,removal,NA,NA
2016,10,13,control,NA,NA
2016,10,14,control,NA,NA
2016,10,15,exclosure,NA,NA
2016,10,16,removal,NA,NA
2016,10,17,control,NA,NA
2016,10,18,control,NA,NA
2016,10,19,exclosure,NA,NA
2016,10,20,exclosure,NA,NA
2016,10,21,exclosure,NA,NA
2016,10,22,exclosure,NA,NA
2016,10,23,removal,NA,NA
2016,10,24,control,NA,NA
2016,11,1,removal,NA,NA
2016,11,2,exclosure,NA,NA
2016,11,3,exclosure,NA,NA
2016,11,4,control,NA,NA
2016,11,5,control,NA,NA
2016,11,6,control,NA,NA
2016,11,7,control,NA,NA
2016,11,8,exclosure,NA,NA
2016,11,9,removal,NA,NA
2016,11,10,removal,NA,NA
2016,11,11,control,NA,NA
2016,11,12,removal,NA,NA
2016,11,13,control,NA,NA
2016,11,14,control,NA,NA
2016,11,15,exclosure,NA,NA
2016,11,16,removal,NA,NA
2016,11,17,control,NA,NA
2016,11,18,control,NA,NA
2016,11,19,exclosure,NA,NA
2016,11,20,exclosure,NA,NA
2016,11,21,exclosure,NA,NA
2016,11,22,exclosure,NA,NA
2016,11,23,removal,NA,NA
2016,11,24,control,NA,NA
2016,12,1,removal,NA,NA
2016,12,2,exclosure,NA,NA
2016,12,3,exclosure,NA,NA
2016,12,4,control,NA,NA
2016,12,5,control,NA,NA
2016,12,6,control,NA,NA
2016,12,7,control,NA,NA
2016,12,8,exclosure,NA,NA
2016,12,9,removal,NA,NA
2016,12,10,removal,NA,NA
2016,12,11,control,NA,NA
2016,12,12,removal,NA,NA
2016,12,13,control,NA,NA
2016,12,14,control,NA,NA
2016,12,15,exclosure,NA,NA
2016,12,16,removal,NA,NA
2016,12,17,control,NA,NA
2016,12,18,control,NA,NA
2016,12,19,exclosure,NA,NA
2016,12,20,exclosure,NA,NA
2016,12,21,exclosure,NA,NA
2016,12,22,exclosure,NA,NA
2016,12,23,removal,NA,NA
2016,12,24,control,NA,NA
2017,1,1,removal,NA,NA
2017,1,2,exclosure,NA,NA
2017,1,3,exclosure,NA,NA
2017,1,4,control,NA,NA
2017,1,5,control,NA,NA
2017,1,6,control,NA,NA
2017,1,7,control,NA,NA
2017,1,8,exclosure,NA,NA
2017,1,9,removal,NA,NA
2017,1,10,removal,NA,NA
2017,1,11,control,NA,NA
2017,1,12,removal,NA,NA
2017,1,13,control,NA,NA
2017,1,14,control,NA,NA
2017,1,15,exclosure,NA,NA
2017,1,16,removal,NA,NA
2017,1,17,control,NA,NA
2017,1,18,control,NA,NA
2017,1,19,exclosure,NA,NA
2017,1,20,exclosure,NA,NA
2017,1,21,exclosure,NA,NA
2017,1,22,exclosure,NA,NA
2017,1,23,removal,NA,NA
2017,1,24,control,NA,NA
2017,2,1,removal,NA,NA
2017,2,2,exclosure,NA,NA
2017,2,3,exclosure,NA,NA
2017,2,4,control,NA,NA
2017,2,5,control,NA,NA
2017,2,6,control,NA,NA
2017,2,7,control,NA,NA
2017,2,8,exclosure,NA,NA
2017,2,9,removal,NA,NA
2017,2,10,removal,NA,NA
2017,2,11,control,NA,NA
2017,2,12,removal,NA,NA
2017,2,13,control,NA,NA
2017,2,14,control,NA,NA
2017,2,15,exclosure,NA,NA
2017,2,16,removal,NA,NA
2017,2,17,control,NA,NA
2017,2,18,control,NA,NA
2017,2,19,exclosure,NA,NA
2017,2,20,exclosure,NA,NA
2017,2,21,exclosure,NA,NA
2017,2,22,exclosure,NA,NA
2017,2,23,removal,NA,NA
2017,2,24,control,NA,NA
2017,3,1,removal,NA,NA
2017,3,2,exclosure,NA,NA
2017,3,3,exclosure,NA,NA
2017,3,4,control,NA,NA
2017,3,5,control,NA,NA
2017,3,6,control,NA,NA
2017,3,7,control,NA,NA
2017,3,8,exclosure,NA,NA
2017,3,9,removal,NA,NA
2017,3,10,removal,NA,NA
2017,3,11,control,NA,NA
2017,3,12,removal,NA,NA
2017,3,13,control,NA,NA
2017,3,14,control,NA,NA
2017,3,15,exclosure,NA,NA
2017,3,16,removal,NA,NA
2017,3,17,control,NA,NA
2017,3,18,control,NA,NA
2017,3,19,exclosure,NA,NA
2017,3,20,exclosure,NA,NA
2017,3,21,exclosure,NA,NA
2017,3,22,exclosure,NA,NA
2017,3,23,removal,NA,NA
2017,3,24,control,NA,NA
2017,4,1,removal,NA,NA
2017,4,2,exclosure,NA,NA
2017,4,3,exclosure,NA,NA
2017,4,4,control,NA,NA
2017,4,5,control,NA,NA
2017,4,6,control,NA,NA
2017,4,7,control,NA,NA
2017,4,8,exclosure,NA,NA
2017,4,9,removal,NA,NA
2017,4,10,removal,NA,NA
2017,4,11,control,NA,NA
2017,4,12,removal,NA,NA
2017,4,13,control,NA,NA
2017,4,14,control,NA,NA
2017,4,15,exclosure,NA,NA
2017,4,16,removal,NA,NA
2017,4,17,control,NA,NA
2017,4,18,control,NA,NA
2017,4,19,exclosure,NA,NA
2017,4,20,exclosure,NA,NA
2017,4,21,exclosure,NA,NA
2017,4,22,exclosure,NA,NA
2017,4,23,removal,NA,NA
2017,4,24,control,NA,NA
2017,5,1,removal,NA,NA
2017,5,2,exclosure,NA,NA
2017,5,3,exclosure,NA,NA
2017,5,4,control,NA,NA
2017,5,5,control,NA,NA
2017,5,6,control,NA,NA
2017,5,7,control,NA,NA
2017,5,8,exclosure,NA,NA
2017,5,9,removal,NA,NA
2017,5,10,removal,NA,NA
2017,5,11,control,NA,NA
2017,5,12,removal,NA,NA
2017,5,13,control,NA,NA
2017,5,14,control,NA,NA
2017,5,15,exclosure,NA,NA
2017,5,16,removal,NA,NA
2017,5,17,control,NA,NA
2017,5,18,control,NA,NA
2017,5,19,exclosure,NA,NA
2017,5,20,exclosure,NA,NA
2017,5,21,exclosure,NA,NA
2017,5,22,exclosure,NA,NA
2017,5,23,removal,NA,NA
2017,5,24,control,NA,NA
2017,6,1,removal,NA,NA
2017,6,2,exclosure,NA,NA
2017,6,3,exclosure,NA,NA
2017,6,4,control,NA,NA
2017,6,5,control,NA,NA
2017,6,6,control,NA,NA
2017,6,7,control,NA,NA
2017,6,8,exclosure,NA,NA
2017,6,9,removal,NA,NA
2017,6,10,removal,NA,NA
2017,6,11,control,NA,NA
2017,6,12,removal,NA,NA
2017,6,13,control,NA,NA
2017,6,14,control,NA,NA
2017,6,15,exclosure,NA,NA
2017,6,16,removal,NA,NA
